subtaskID,datapointID,answer
5,3221,Favorable
1,3222,1084.9679
2,3222,Acid
3,3222,2
4,3222,-99999
5,3222,Favorable
1,3223,1124.4981
2,3223,Acid
3,3223,2
4,3223,-99999
5,3223,Favorable
1,3224,121.5964
2,3224,Acid
3,3224,2
4,3224,-99999
5,3224,Favorable
1,3225,1084.0707
2,3225,Acid
3,3225,2
4,3225,-99999
5,3225,Favorable
1,3226,1071.3789
2,3226,Acid
3,3226,2
4,3226,-99999
5,3226,Favorable
1,3227,1102.4621
2,3227,Acid
3,3227,2
4,3227,-99999
5,3227,Favorable
1,3228,1104.5562
2,3228,Acid
3,3228,2
4,3228,-99999
5,3228,Favorable
1,3229,89.6019
2,3229,Acid
3,3229,2
4,3229,-99999
5,3229,Favorable
1,3230,1061.7157
2,3230,Acid
3,3230,2
4,3230,-99999
5,3230,Favorable
1,3231,1095.0844
2,3231,Acid
3,3231,2
4,3231,-99999
5,3231,Favorable
1,3232,1098.3807
2,3232,Acid
3,3232,2
4,3232,-99999
5,3232,Favorable
1,3233,1073.3012
2,3233,Acid
3,3233,2
4,3233,-99999
5,3233,Favorable
1,3234,1073.7436
2,3234,Acid
3,3234,2
4,3234,-99999
5,3234,Favorable
1,3235,1127.7203
2,3235,Acid
3,3235,2
4,3235,-99999
5,3235,Favorable
1,3236,1091.0
2,3236,Acid
3,3236,2
4,3236,-99999
5,3236,Favorable
1,3237,1096.2456
2,3237,Acid
3,3237,2
4,3237,-99999
5,3237,Favorable
1,3238,1105.9498
2,3238,Acid
3,3238,2
4,3238,-99999
5,3238,Favorable
1,3239,1108.3008
2,3239,Acid
3,3239,2
4,3239,-99999
5,3239,Favorable
1,3240,1114.9631
2,3240,Acid
3,3240,2
4,3240,-99999
5,3240,Favorable
1,3241,1067.8514
2,3241,Acid
3,3241,2
4,3241,-99999
5,3241,Favorable
1,3242,1109.0574
2,3242,Acid
3,3242,2
4,3242,-99999
5,3242,Favorable
1,3243,1115.2253
2,3243,Acid
3,3243,2
4,3243,-99999
5,3243,Favorable
1,3244,1132.0704
2,3244,Acid
3,3244,2
4,3244,-99999
5,3244,Favorable
1,3245,1104.2878
2,3245,Acid
3,3245,2
4,3245,-99999
5,3245,Favorable
1,3246,1097.0319
2,3246,Acid
3,3246,2
4,3246,-99999
5,3246,Favorable
1,3247,1116.3967
2,3247,Acid
3,3247,2
4,3247,-99999
5,3247,Favorable
1,3248,1108.7915
2,3248,Acid
3,3248,2
4,3248,-99999
5,3248,Favorable
1,3249,1095.7396
2,3249,Acid
3,3249,2
4,3249,-99999
5,3249,Favorable
1,3250,1108.681
2,3250,Acid
3,3250,2
4,3250,-99999
5,3250,Favorable
1,3251,1098.7607
2,3251,Acid
3,3251,2
4,3251,-99999
5,3251,Favorable
1,3252,1101.7792
2,3252,Acid
3,3252,2
4,3252,-99999
5,3252,Favorable
1,3253,1109.8372
2,3253,Acid
3,3253,2
4,3253,-99999
5,3253,Favorable
1,3254,1100.8162
2,3254,Acid
3,3254,2
4,3254,-99999
5,3254,Favorable
1,3255,1101.86
2,3255,Acid
3,3255,2
4,3255,-99999
5,3255,Favorable
1,3256,1076.4577
2,3256,Alkaline
3,3256,2
4,3256,-99999
5,3256,Favorable
1,3257,1113.8346
2,3257,Acid
3,3257,2
4,3257,-99999
5,3257,Favorable
1,3258,1108.9279
2,3258,Acid
3,3258,2
4,3258,-99999
5,3258,Favorable
1,3259,1103.4545
2,3259,Acid
3,3259,2
4,3259,-99999
5,3259,Favorable
1,3260,1100.4858
2,3260,Neutral
3,3260,2
4,3260,-99999
5,3260,Favorable
1,3261,1102.8107
2,3261,Acid
3,3261,2
4,3261,-99999
5,3261,Favorable
1,3262,1115.1305
2,3262,Acid
3,3262,2
4,3262,-99999
5,3262,Favorable
1,3263,1104.4718
2,3263,Acid
3,3263,2
4,3263,-99999
5,3263,Favorable
1,3264,1122.4225
2,3264,Acid
3,3264,2
4,3264,-99999
5,3264,Favorable
1,3265,1082.0704
2,3265,Acid
3,3265,2
4,3265,-99999
5,3265,Favorable
1,3266,1121.9049
2,3266,Acid
3,3266,2
4,3266,-99999
5,3266,Favorable
1,3267,1102.0916
2,3267,Acid
3,3267,2
4,3267,-99999
5,3267,Favorable
1,3268,1096.9456
2,3268,Acid
3,3268,2
4,3268,-99999
5,3268,Favorable
1,3269,1080.8304
2,3269,Acid
3,3269,2
4,3269,-99999
5,3269,Favorable
1,3270,1098.7911
2,3270,Acid
3,3270,2
4,3270,-99999
5,3270,Favorable
1,3271,1082.1822
2,3271,Acid
3,3271,2
4,3271,-99999
5,3271,Favorable
1,3272,1107.9079
2,3272,Acid
3,3272,2
4,3272,-99999
5,3272,Favorable
1,3273,1095.0945
2,3273,Acid
3,3273,2
4,3273,-99999
5,3273,Favorable
1,3274,1084.3049
2,3274,Acid
3,3274,2
4,3274,-99999
5,3274,Favorable
1,3275,1104.5296
2,3275,Acid
3,3275,2
4,3275,-99999
5,3275,Favorable
1,3276,1093.5373
2,3276,Acid
3,3276,2
4,3276,-99999
5,3276,Favorable
1,3277,1107.2056
2,3277,Acid
3,3277,2
4,3277,-99999
5,3277,Favorable
1,3278,1116.3295
2,3278,Acid
3,3278,2
4,3278,-99999
5,3278,Favorable
1,3279,1102.2362
2,3279,Acid
3,3279,2
4,3279,-99999
5,3279,Favorable
1,3280,1091.4474
2,3280,Acid
3,3280,2
4,3280,-99999
5,3280,Favorable
1,3281,1101.8458
2,3281,Acid
3,3281,2
4,3281,-99999
5,3281,Favorable
1,3282,1123.6895
2,3282,Acid
3,3282,2
4,3282,-99999
5,3282,Favorable
1,3283,1106.2588
2,3283,Acid
3,3283,2
4,3283,-99999
5,3283,Favorable
1,3284,1094.4756
2,3284,Acid
3,3284,2
4,3284,-99999
5,3284,Favorable
1,3285,1105.4716
2,3285,Acid
3,3285,2
4,3285,-99999
5,3285,Favorable
1,3286,1103.4528
2,3286,Acid
3,3286,2
4,3286,-99999
5,3286,Favorable
1,3287,1107.9544
2,3287,Acid
3,3287,2
4,3287,-99999
5,3287,Favorable
1,3288,1098.6377
2,3288,Acid
3,3288,2
4,3288,-99999
5,3288,Favorable
1,3289,1086.1647
2,3289,Acid
3,3289,2
4,3289,-99999
5,3289,Favorable
1,3290,1105.0919
2,3290,Acid
3,3290,2
4,3290,-99999
5,3290,Favorable
1,3291,1096.4441
2,3291,Acid
3,3291,2
4,3291,-99999
5,3291,Favorable
1,3292,1089.5374
2,3292,Alkaline
3,3292,2
4,3292,-99999
5,3292,Favorable
1,3293,1105.6983
2,3293,Acid
3,3293,2
4,3293,-99999
5,3293,Favorable
1,3294,1100.6858
2,3294,Neutral
3,3294,2
4,3294,-99999
5,3294,Favorable
1,3295,1123.4676
2,3295,Acid
3,3295,2
4,3295,-99999
5,3295,Favorable
1,3296,1095.3456
2,3296,Acid
3,3296,2
4,3296,-99999
5,3296,Favorable
1,3297,1078.1454
2,3297,Acid
3,3297,2
4,3297,-99999
5,3297,Favorable
1,3298,1064.7291
2,3298,Acid
3,3298,2
4,3298,-99999
5,3298,Favorable
1,3299,1123.7492
2,3299,Acid
3,3299,2
4,3299,-99999
5,3299,Favorable
1,3300,1078.8235
2,3300,Acid
3,3300,2
4,3300,-99999
5,3300,Favorable
1,3301,1070.1963
2,3301,Acid
3,3301,2
4,3301,-99999
5,3301,Favorable
1,3302,1083.0138
2,3302,Acid
3,3302,2
4,3302,-99999
5,3302,Favorable
1,3303,1072.1965
2,3303,Acid
3,3303,2
4,3303,-99999
5,3303,Favorable
1,3304,1086.4623
2,3304,Acid
3,3304,2
4,3304,-99999
5,3304,Favorable
1,3305,1100.9736
2,3305,Acid
3,3305,2
4,3305,-99999
5,3305,Favorable
1,3306,1122.548
2,3306,Acid
3,3306,2
4,3306,-99999
5,3306,Favorable
1,3307,1096.1941
2,3307,Alkaline
3,3307,2
4,3307,-99999
5,3307,Favorable
1,3308,1090.7766
2,3308,Acid
3,3308,2
4,3308,-99999
5,3308,Favorable
1,3309,1097.8197
2,3309,Acid
3,3309,2
4,3309,-99999
5,3309,Favorable
1,3310,1102.6809
2,3310,Acid
3,3310,2
4,3310,-99999
5,3310,Favorable
1,3311,1105.6649
2,3311,Acid
3,3311,2
4,3311,-99999
5,3311,Favorable
1,3312,1130.5354
2,3312,Acid
3,3312,2
4,3312,-99999
5,3312,Favorable
1,3313,1079.4125
2,3313,Acid
3,3313,2
4,3313,-99999
5,3313,Favorable
1,3314,1096.3314
2,3314,Acid
3,3314,2
4,3314,-99999
5,3314,Favorable
1,3315,1098.808
2,3315,Acid
3,3315,2
4,3315,-99999
5,3315,Favorable
1,3316,1123.3305
2,3316,Acid
3,3316,2
4,3316,-99999
5,3316,Favorable
1,3317,1081.3935
2,3317,Alkaline
3,3317,2
4,3317,-99999
5,3317,Favorable
1,3318,1114.8508
2,3318,Acid
3,3318,2
4,3318,-99999
5,3318,Favorable
1,3319,1108.8589
2,3319,Acid
3,3319,2
4,3319,-99999
5,3319,Favorable
1,3320,1085.1269
2,3320,Acid
3,3320,2
4,3320,-99999
5,3320,Favorable
1,3321,1098.4541
2,3321,Acid
3,3321,2
4,3321,-99999
5,3321,Favorable
1,3322,1071.8376
2,3322,Acid
3,3322,2
4,3322,-99999
5,3322,Favorable
1,3323,1044.4979
2,3323,Acid
3,3323,2
4,3323,-99999
5,3323,Favorable
1,3324,1112.0984
2,3324,Acid
3,3324,2
4,3324,-99999
5,3324,Favorable
1,3325,1099.4958
2,3325,Acid
3,3325,2
4,3325,-99999
5,3325,Favorable
1,3326,1106.3987
2,3326,Acid
3,3326,2
4,3326,-99999
5,3326,Favorable
1,3327,1107.8717
2,3327,Acid
3,3327,2
4,3327,-99999
5,3327,Favorable
1,3328,1128.5174
2,3328,Acid
3,3328,2
4,3328,-99999
5,3328,Favorable
1,3329,1082.3269
2,3329,Alkaline
3,3329,2
4,3329,-99999
5,3329,Favorable
1,3330,1090.2869
2,3330,Acid
3,3330,2
4,3330,-99999
5,3330,Favorable
1,3331,1073.4998
2,3331,Acid
3,3331,2
4,3331,-99999
5,3331,Favorable
1,3332,1108.3489
2,3332,Acid
3,3332,2
4,3332,-99999
5,3332,Favorable
1,3333,1071.5546
2,3333,Acid
3,3333,2
4,3333,-99999
5,3333,Favorable
1,3334,1114.8737
2,3334,Acid
3,3334,2
4,3334,-99999
5,3334,Favorable
1,3335,1078.3606
2,3335,Acid
3,3335,2
4,3335,-99999
5,3335,Favorable
1,3336,1061.2774
2,3336,Acid
3,3336,2
4,3336,-99999
5,3336,Favorable
1,3337,1085.4446
2,3337,Acid
3,3337,2
4,3337,-99999
5,3337,Favorable
1,3338,1085.8377
2,3338,Acid
3,3338,2
4,3338,-99999
5,3338,Favorable
1,3339,1126.8743
2,3339,Acid
3,3339,2
4,3339,-99999
5,3339,Favorable
1,3340,1088.1551
2,3340,Acid
3,3340,2
4,3340,-99999
5,3340,Favorable
1,3341,1079.7109
2,3341,Acid
3,3341,2
4,3341,-99999
5,3341,Favorable
1,3342,1125.1965
2,3342,Acid
3,3342,2
4,3342,-99999
5,3342,Favorable
1,3343,1101.397
2,3343,Acid
3,3343,2
4,3343,-99999
5,3343,Favorable
1,3344,1074.2271
2,3344,Acid
3,3344,2
4,3344,-99999
5,3344,Favorable
1,3345,1119.9258
2,3345,Neutral
3,3345,2
4,3345,-99999
5,3345,Favorable
1,3346,1101.8734
2,3346,Acid
3,3346,2
4,3346,-99999
5,3346,Favorable
1,3347,1042.367
2,3347,Acid
3,3347,2
4,3347,-99999
5,3347,Favorable
1,3348,1082.3854
2,3348,Acid
3,3348,2
4,3348,-99999
5,3348,Favorable
1,3349,1109.4435
2,3349,Acid
3,3349,2
4,3349,-99999
5,3349,Favorable
1,3350,1101.7457
2,3350,Acid
3,3350,2
4,3350,-99999
5,3350,Favorable
1,3351,1110.304
2,3351,Acid
3,3351,2
4,3351,-99999
5,3351,Favorable
1,3352,1091.5572
2,3352,Acid
3,3352,2
4,3352,-99999
5,3352,Favorable
1,3353,1074.8997
2,3353,Acid
3,3353,2
4,3353,-99999
5,3353,Favorable
1,3354,1086.1489
2,3354,Alkaline
3,3354,2
4,3354,-99999
5,3354,Favorable
1,3355,1089.2475
2,3355,Acid
3,3355,2
4,3355,-99999
5,3355,Favorable
1,3356,1129.8866
2,3356,Acid
3,3356,2
4,3356,-99999
5,3356,Favorable
1,3357,1118.862
2,3357,Acid
3,3357,2
4,3357,-99999
5,3357,Favorable
1,3358,1082.3427
2,3358,Acid
3,3358,2
4,3358,-99999
5,3358,Favorable
1,3359,1106.9606
2,3359,Acid
3,3359,2
4,3359,-99999
5,3359,Favorable
1,3360,1070.6136
2,3360,Acid
3,3360,2
4,3360,-99999
5,3360,Favorable
1,3361,1116.1573
2,3361,Acid
3,3361,2
4,3361,-99999
5,3361,Favorable
1,3362,1125.7163
2,3362,Acid
3,3362,2
4,3362,-99999
5,3362,Favorable
1,3363,1083.7729
2,3363,Acid
3,3363,2
4,3363,-99999
5,3363,Favorable
1,3364,1045.3528
2,3364,Acid
3,3364,2
4,3364,-99999
5,3364,Favorable
1,3365,1099.7151
2,3365,Acid
3,3365,2
4,3365,-99999
5,3365,Favorable
1,3366,1083.1417
2,3366,Acid
3,3366,2
4,3366,-99999
5,3366,Favorable
1,3367,1099.1456
2,3367,Acid
3,3367,2
4,3367,-99999
5,3367,Favorable
1,3368,1076.9234
2,3368,Acid
3,3368,2
4,3368,-99999
5,3368,Favorable
1,3369,1108.8877
2,3369,Acid
3,3369,2
4,3369,-99999
5,3369,Favorable
1,3370,1108.315
2,3370,Acid
3,3370,2
4,3370,-99999
5,3370,Favorable
1,3371,1090.3901
2,3371,Acid
3,3371,2
4,3371,-99999
5,3371,Favorable
1,3372,1089.8328
2,3372,Acid
3,3372,2
4,3372,-99999
5,3372,Favorable
1,3373,1118.2709
2,3373,Acid
3,3373,2
4,3373,-99999
5,3373,Favorable
1,3374,1105.4042
2,3374,Acid
3,3374,2
4,3374,-99999
5,3374,Favorable
1,3375,1100.9566
2,3375,Acid
3,3375,2
4,3375,-99999
5,3375,Favorable
1,3376,1103.9454
2,3376,Acid
3,3376,2
4,3376,-99999
5,3376,Favorable
1,3377,1089.8248
2,3377,Acid
3,3377,2
4,3377,-99999
5,3377,Favorable
1,3378,1086.6625
2,3378,Acid
3,3378,2
4,3378,-99999
5,3378,Favorable
1,3379,1067.3258
2,3379,Acid
3,3379,2
4,3379,-99999
5,3379,Favorable
1,3380,1111.1392
2,3380,Acid
3,3380,2
4,3380,-99999
5,3380,Favorable
1,3381,1078.8054
2,3381,Acid
3,3381,2
4,3381,-99999
5,3381,Favorable
1,3382,1107.5158
2,3382,Acid
3,3382,2
4,3382,-99999
5,3382,Favorable
1,3383,1080.3474
2,3383,Acid
3,3383,2
4,3383,-99999
5,3383,Favorable
1,3384,1095.8928
2,3384,Acid
3,3384,2
4,3384,-99999
5,3384,Favorable
1,3385,1127.7143
2,3385,Acid
3,3385,2
4,3385,-99999
5,3385,Favorable
1,3386,1125.1225
2,3386,Acid
3,3386,2
4,3386,-99999
5,3386,Favorable
1,3387,1120.0083
2,3387,Acid
3,3387,2
4,3387,-99999
5,3387,Favorable
1,3388,1088.1002
2,3388,Neutral
3,3388,2
4,3388,-99999
5,3388,Favorable
1,3389,1110.2589
2,3389,Acid
3,3389,2
4,3389,-99999
5,3389,Favorable
1,3390,1102.0513
2,3390,Acid
3,3390,2
4,3390,-99999
5,3390,Favorable
1,3391,1101.0856
2,3391,Acid
3,3391,2
4,3391,-99999
5,3391,Favorable
1,3392,1088.8627
2,3392,Acid
3,3392,2
4,3392,-99999
5,3392,Favorable
1,3393,1111.9935
2,3393,Acid
3,3393,2
4,3393,-99999
5,3393,Favorable
1,3394,1070.751
2,3394,Acid
3,3394,2
4,3394,-99999
5,3394,Favorable
1,3395,1099.7455
2,3395,Acid
3,3395,2
4,3395,-99999
5,3395,Favorable
1,3396,1117.1498
2,3396,Acid
3,3396,2
4,3396,-99999
5,3396,Favorable
1,3397,1079.1345
2,3397,Acid
3,3397,2
4,3397,-99999
5,3397,Favorable
1,3398,1089.5509
2,3398,Acid
3,3398,2
4,3398,-99999
5,3398,Favorable
1,3399,1113.2491
2,3399,Acid
3,3399,2
4,3399,-99999
5,3399,Favorable
1,3400,1079.0024
2,3400,Acid
3,3400,2
4,3400,-99999
5,3400,Favorable
1,3401,1062.5579
2,3401,Acid
3,3401,2
4,3401,-99999
5,3401,Favorable
1,3402,1111.0256
2,3402,Acid
3,3402,2
4,3402,-99999
5,3402,Favorable
1,3403,1075.4577
2,3403,Acid
3,3403,2
4,3403,-99999
5,3403,Favorable
1,3404,1118.5941
2,3404,Acid
3,3404,2
4,3404,-99999
5,3404,Favorable
1,3405,1115.8909
2,3405,Acid
3,3405,2
4,3405,-99999
5,3405,Favorable
1,3406,1097.8487
2,3406,Alkaline
3,3406,2
4,3406,-99999
5,3406,Favorable
1,3407,1097.7202
2,3407,Acid
3,3407,2
4,3407,-99999
5,3407,Favorable
1,3408,1087.8079
2,3408,Acid
3,3408,2
4,3408,-99999
5,3408,Favorable
1,3409,1099.3658
2,3409,Acid
3,3409,2
4,3409,-99999
5,3409,Favorable
1,3410,1094.6982
2,3410,Acid
3,3410,2
4,3410,-99999
5,3410,Favorable
1,3411,1118.9645
2,3411,Acid
3,3411,2
4,3411,-99999
5,3411,Favorable
1,3412,1113.4491
2,3412,Acid
3,3412,2
4,3412,-99999
5,3412,Favorable
1,3413,1065.7636
2,3413,Acid
3,3413,2
4,3413,-99999
5,3413,Favorable
1,3414,1066.9819
2,3414,Acid
3,3414,2
4,3414,-99999
5,3414,Favorable
1,3415,1094.1865
2,3415,Acid
3,3415,2
4,3415,-99999
5,3415,Favorable
1,3416,1113.0047
2,3416,Acid
3,3416,2
4,3416,-99999
5,3416,Favorable
1,3417,1114.2741
2,3417,Acid
3,3417,2
4,3417,-99999
5,3417,Favorable
1,3418,1135.5455
2,3418,Acid
3,3418,2
4,3418,-99999
5,3418,Favorable
1,3419,1125.065
2,3419,Acid
3,3419,2
4,3419,-99999
5,3419,Favorable
1,3420,1097.2271
2,3420,Acid
3,3420,2
4,3420,-99999
5,3420,Favorable
1,3421,1098.5871
2,3421,Acid
3,3421,2
4,3421,-99999
5,3421,Favorable
1,3422,1099.9191
2,3422,Acid
3,3422,2
4,3422,-99999
5,3422,Favorable
1,3423,1092.3554
2,3423,Acid
3,3423,2
4,3423,-99999
5,3423,Favorable
1,3424,1099.9741
2,3424,Acid
3,3424,2
4,3424,-99999
5,3424,Favorable
1,3425,1100.8984
2,3425,Acid
3,3425,2
4,3425,-99999
5,3425,Favorable
1,3426,1066.7359
2,3426,Acid
3,3426,2
4,3426,-99999
5,3426,Favorable
1,3427,1088.6899
2,3427,Acid
3,3427,2
4,3427,-99999
5,3427,Favorable
1,3428,1117.9921
2,3428,Acid
3,3428,2
4,3428,-99999
5,3428,Favorable
1,3429,1089.5076
2,3429,Acid
3,3429,2
4,3429,-99999
5,3429,Favorable
1,3430,1120.6325
2,3430,Acid
3,3430,2
4,3430,-99999
5,3430,Favorable
1,3431,1091.9128
2,3431,Acid
3,3431,2
4,3431,-99999
5,3431,Favorable
1,3432,1116.8057
2,3432,Neutral
3,3432,2
4,3432,-99999
5,3432,Favorable
1,3433,1124.1403
2,3433,Acid
3,3433,2
4,3433,-99999
5,3433,Favorable
1,3434,1114.5668
2,3434,Neutral
3,3434,2
4,3434,-99999
5,3434,Favorable
1,3435,1129.8601
2,3435,Acid
3,3435,2
4,3435,-99999
5,3435,Favorable
1,3436,1101.1035
2,3436,Acid
3,3436,2
4,3436,-99999
5,3436,Favorable
1,3437,1118.5688
2,3437,Acid
3,3437,2
4,3437,-99999
5,3437,Favorable
1,3438,1107.5854
2,3438,Acid
3,3438,2
4,3438,-99999
5,3438,Favorable
1,3439,1109.3035
2,3439,Acid
3,3439,2
4,3439,-99999
5,3439,Favorable
1,3440,1062.0527
2,3440,Acid
3,3440,2
4,3440,-99999
5,3440,Favorable
1,3441,1112.3679
2,3441,Neutral
3,3441,2
4,3441,-99999
5,3441,Favorable
1,3442,1122.2649
2,3442,Acid
3,3442,2
4,3442,-99999
5,3442,Favorable
1,3443,1112.7824
2,3443,Neutral
3,3443,2
4,3443,-99999
5,3443,Favorable
1,3444,1110.7913
2,3444,Acid
3,3444,2
4,3444,-99999
5,3444,Favorable
1,3445,1086.0777
2,3445,Acid
3,3445,2
4,3445,-99999
5,3445,Favorable
1,3446,1089.9801
2,3446,Acid
3,3446,2
4,3446,-99999
5,3446,Favorable
1,3447,1094.6275
2,3447,Acid
3,3447,2
4,3447,-99999
5,3447,Favorable
1,3448,1106.0805
2,3448,Acid
3,3448,2
4,3448,-99999
5,3448,Favorable
1,3449,1089.6044
2,3449,Acid
3,3449,2
4,3449,-99999
5,3449,Favorable
1,3450,1103.0285
2,3450,Acid
3,3450,2
4,3450,-99999
5,3450,Favorable
1,3451,1083.5619
2,3451,Acid
3,3451,2
4,3451,-99999
5,3451,Favorable
1,3452,1076.9936
2,3452,Acid
3,3452,2
4,3452,-99999
5,3452,Favorable
1,3453,1121.9379
2,3453,Acid
3,3453,2
4,3453,-99999
5,3453,Favorable
1,3454,1099.3292
2,3454,Acid
3,3454,2
4,3454,-99999
5,3454,Favorable
1,3455,1101.8153
2,3455,Acid
3,3455,2
4,3455,-99999
5,3455,Favorable
1,3456,1070.2794
2,3456,Alkaline
3,3456,2
4,3456,-99999
5,3456,Favorable
1,3457,1134.9329
2,3457,Acid
3,3457,2
4,3457,-99999
5,3457,Favorable
1,3458,1111.5066
2,3458,Acid
3,3458,2
4,3458,-99999
5,3458,Favorable
1,3459,1097.8002
2,3459,Acid
3,3459,2
4,3459,-99999
5,3459,Favorable
1,3460,1098.5981
2,3460,Acid
3,3460,2
4,3460,-99999
5,3460,Favorable
1,3461,1101.4157
2,3461,Acid
3,3461,2
4,3461,-99999
5,3461,Favorable
1,3462,1115.3864
2,3462,Acid
3,3462,2
4,3462,-99999
5,3462,Favorable
1,3463,1091.7596
2,3463,Acid
3,3463,2
4,3463,-99999
5,3463,Favorable
1,3464,1083.6997
2,3464,Acid
3,3464,2
4,3464,-99999
5,3464,Favorable
1,3465,1069.6382
2,3465,Acid
3,3465,2
4,3465,-99999
5,3465,Favorable
1,3466,1110.2806
2,3466,Acid
3,3466,2
4,3466,-99999
5,3466,Favorable
1,3467,1089.7506
2,3467,Acid
3,3467,2
4,3467,-99999
5,3467,Favorable
1,3468,1099.6048
2,3468,Acid
3,3468,2
4,3468,-99999
5,3468,Favorable
1,3469,1110.266
2,3469,Acid
3,3469,2
4,3469,-99999
5,3469,Favorable
1,3470,1109.8859
2,3470,Acid
3,3470,2
4,3470,-99999
5,3470,Favorable
1,3471,1080.8811
2,3471,Alkaline
3,3471,2
4,3471,-99999
5,3471,Favorable
1,3472,1078.0036
2,3472,Acid
3,3472,2
4,3472,-99999
5,3472,Favorable
1,3473,1077.307
2,3473,Acid
3,3473,2
4,3473,-99999
5,3473,Favorable
1,3474,1083.9771
2,3474,Acid
3,3474,2
4,3474,-99999
5,3474,Favorable
1,3475,1049.9746
2,3475,Acid
3,3475,2
4,3475,-99999
5,3475,Favorable
1,3476,1075.309
2,3476,Acid
3,3476,2
4,3476,-99999
5,3476,Favorable
1,3477,1058.2898
2,3477,Acid
3,3477,2
4,3477,-99999
5,3477,Favorable
1,3478,1094.936
2,3478,Acid
3,3478,2
4,3478,-99999
5,3478,Favorable
1,3479,1100.2218
2,3479,Acid
3,3479,2
4,3479,-99999
5,3479,Favorable
1,3480,1122.7376
2,3480,Acid
3,3480,2
4,3480,-99999
5,3480,Favorable
1,3481,1036.1797
2,3481,Alkaline
3,3481,2
4,3481,-99999
5,3481,Favorable
1,3482,1113.795
2,3482,Acid
3,3482,2
4,3482,-99999
5,3482,Favorable
1,3483,1092.5027
2,3483,Acid
3,3483,2
4,3483,-99999
5,3483,Favorable
1,3484,1110.3128
2,3484,Acid
3,3484,2
4,3484,-99999
5,3484,Favorable
1,3485,1091.2214
2,3485,Acid
3,3485,2
4,3485,-99999
5,3485,Favorable
1,3486,1089.1692
2,3486,Acid
3,3486,2
4,3486,-99999
5,3486,Favorable
1,3487,1096.5214
2,3487,Acid
3,3487,2
4,3487,-99999
5,3487,Favorable
1,3488,1096.8506
2,3488,Acid
3,3488,2
4,3488,-99999
5,3488,Favorable
1,3489,1107.5752
2,3489,Acid
3,3489,2
4,3489,-99999
5,3489,Favorable
1,3490,1092.5499
2,3490,Acid
3,3490,2
4,3490,-99999
5,3490,Favorable
1,3491,1113.1042
2,3491,Acid
3,3491,2
4,3491,-99999
5,3491,Favorable
1,3492,1083.8421
2,3492,Acid
3,3492,2
4,3492,-99999
5,3492,Favorable
1,3493,1081.466
2,3493,Acid
3,3493,2
4,3493,-99999
5,3493,Favorable
1,3494,1066.8132
2,3494,Acid
3,3494,2
4,3494,-99999
5,3494,Favorable
1,3495,1085.3955
2,3495,Acid
3,3495,2
4,3495,-99999
5,3495,Favorable
1,3496,1114.9409
2,3496,Acid
3,3496,2
4,3496,-99999
5,3496,Favorable
1,3497,1085.3281
2,3497,Acid
3,3497,2
4,3497,-99999
5,3497,Favorable
1,3498,1062.4331
2,3498,Acid
3,3498,2
4,3498,-99999
5,3498,Favorable
1,3499,1087.504
2,3499,Acid
3,3499,2
4,3499,-99999
5,3499,Favorable
1,3500,1119.0902
2,3500,Acid
3,3500,2
4,3500,-99999
5,3500,Favorable
1,3501,1118.8228
2,3501,Acid
3,3501,2
4,3501,-99999
5,3501,Favorable
1,3502,1118.8875
2,3502,Acid
3,3502,2
4,3502,-99999
5,3502,Favorable
1,3503,1069.3873
2,3503,Acid
3,3503,2
4,3503,-99999
5,3503,Favorable
1,3504,1124.3235
2,3504,Acid
3,3504,2
4,3504,-99999
5,3504,Favorable
1,3505,1120.1509
2,3505,Acid
3,3505,2
4,3505,-99999
5,3505,Favorable
1,3506,1103.7206
2,3506,Acid
3,3506,2
4,3506,-99999
5,3506,Favorable
1,3507,1053.953
2,3507,Acid
3,3507,2
4,3507,-99999
5,3507,Favorable
1,3508,1093.5239
2,3508,Acid
3,3508,2
4,3508,-99999
5,3508,Favorable
1,3509,1099.7112
2,3509,Acid
3,3509,2
4,3509,-99999
5,3509,Favorable
1,3510,1109.414
2,3510,Acid
3,3510,2
4,3510,-99999
5,3510,Favorable
1,3511,1087.3536
2,3511,Acid
3,3511,2
4,3511,-99999
5,3511,Favorable
1,3512,1096.6048
2,3512,Alkaline
3,3512,2
4,3512,-99999
5,3512,Favorable
1,3513,1115.0918
2,3513,Acid
3,3513,2
4,3513,-99999
5,3513,Favorable
1,3514,1089.7137
2,3514,Acid
3,3514,2
4,3514,-99999
5,3514,Favorable
1,3515,1074.6717
2,3515,Acid
3,3515,2
4,3515,-99999
5,3515,Favorable
1,3516,1142.2711
2,3516,Acid
3,3516,2
4,3516,-99999
5,3516,Favorable
1,3517,1101.9683
2,3517,Acid
3,3517,2
4,3517,-99999
5,3517,Favorable
1,3518,1085.9367
2,3518,Acid
3,3518,2
4,3518,-99999
5,3518,Favorable
1,3519,1080.1412
2,3519,Acid
3,3519,2
4,3519,-99999
5,3519,Favorable
1,3520,1117.082
2,3520,Acid
3,3520,2
4,3520,-99999
5,3520,Favorable
1,3521,1084.9844
2,3521,Acid
3,3521,2
4,3521,-99999
5,3521,Favorable
1,3522,1110.1657
2,3522,Acid
3,3522,2
4,3522,-99999
5,3522,Favorable
1,3523,1120.6575
2,3523,Acid
3,3523,2
4,3523,-99999
5,3523,Favorable
1,3524,1096.9172
2,3524,Acid
3,3524,2
4,3524,-99999
5,3524,Favorable
1,3525,1080.4007
2,3525,Acid
3,3525,2
