MatchID,Season,MatchWeek,HomeTeam,AwayTeam,FullTimeResult,Goals,Shots,Corners,YellowCards,RedCards,TotalCards,TeamStyles,chaos_label
2008-2009_Portsmouth_West Brom,2008-2009,32,Portsmouth,West Brom,D,4,26.0,6.0,4.0,0.0,4.0,"RiskTaker, ChaosInducer",1
2008-2009_Stoke_Newcastle,2008-2009,32,Stoke,Newcastle,D,2,25.0,12.0,6.0,0.0,6.0,"AggressiveTackler, HighPressure",1
2008-2009_Sunderland_Man United,2008-2009,32,Sunderland,Man United,A,3,30.0,9.0,3.0,0.0,3.0,"RiskTaker, DirectPlay",0
2008-2009_Tottenham_West Ham,2008-2009,32,Tottenham,West Ham,H,1,22.0,11.0,5.0,0.0,5.0,"Disciplined, Opportunistic",0
2008-2009_Wigan_Arsenal,2008-2009,32,Wigan,Arsenal,A,5,26.0,11.0,6.0,0.0,6.0,"AggressiveTackler, RiskTaker, ChaosInducer",1
2008-2009_Aston Villa_Everton,2008-2009,32,Aston Villa,Everton,D,6,25.0,18.0,2.0,0.0,2.0,"RiskTaker, HighPressure, ChaosInducer, Disciplined, LowTempoController",1
2008-2009_Man City_Fulham,2008-2009,32,Man City,Fulham,A,4,28.0,11.0,1.0,0.0,1.0,"RiskTaker, HighPressure, Disciplined",0
2008-2009_Aston Villa_West Ham,2008-2009,33,Aston Villa,West Ham,D,2,35.0,23.0,5.0,0.0,5.0,"HighPressure, LowTempoController, Opportunistic",0
2008-2009_Middlesbrough_Fulham,2008-2009,33,Middlesbrough,Fulham,D,0,29.0,10.0,4.0,0.0,4.0,"HighPressure, Opportunistic",0
2008-2009_Portsmouth_Bolton,2008-2009,33,Portsmouth,Bolton,H,1,25.0,11.0,6.0,0.0,6.0,"AggressiveTackler, LowTempoController",0
2008-2009_Stoke_Blackburn,2008-2009,33,Stoke,Blackburn,H,1,9.0,10.0,4.0,0.0,4.0,"LowTempoController, AggressiveTackler",0
2008-2009_Sunderland_Hull,2008-2009,33,Sunderland,Hull,H,1,21.0,12.0,5.0,0.0,5.0,"LowTempoController, DirectPlay",0
2008-2009_Man City_West Brom,2008-2009,33,Man City,West Brom,H,6,44.0,12.0,3.0,0.0,3.0,"RiskTaker, HighPressure, ChaosInducer",1
2008-2009_Tottenham_Newcastle,2008-2009,33,Tottenham,Newcastle,H,1,30.0,11.0,3.0,0.0,3.0,"HighPressure, Opportunistic",0
2008-2009_Liverpool_Arsenal,2008-2009,34,Liverpool,Arsenal,D,8,30.0,12.0,1.0,0.0,1.0,"RiskTaker, HighPressure, ChaosInducer, Disciplined",1
2008-2009_Chelsea_Everton,2008-2009,34,Chelsea,Everton,D,0,32.0,10.0,1.0,0.0,1.0,"HighPressure, Disciplined, Opportunistic",0
2008-2009_Man United_Portsmouth,2008-2009,34,Man United,Portsmouth,H,2,25.0,8.0,1.0,0.0,1.0,"Disciplined, Disciplined",0
2008-2009_Bolton_Aston Villa,2008-2009,35,Bolton,Aston Villa,D,2,23.0,9.0,1.0,0.0,1.0,"Disciplined, HighPressure",0
2008-2009_Everton_Man City,2008-2009,35,Everton,Man City,A,3,28.0,8.0,4.0,0.0,4.0,"RiskTaker, HighPressure",1
2008-2009_Fulham_Stoke,2008-2009,35,Fulham,Stoke,H,1,19.0,12.0,3.0,0.0,3.0,"LowTempoController, AggressiveTackler",0
2008-2009_Hull_Liverpool,2008-2009,35,Hull,Liverpool,A,4,28.0,11.0,4.0,1.0,6.0,"AggressiveTackler, RiskTaker, HighPressure, ChaosInducer",1
2008-2009_Man United_Tottenham,2008-2009,35,Man United,Tottenham,H,7,27.0,8.0,6.0,0.0,6.0,"AggressiveTackler, RiskTaker, ChaosInducer",1
2008-2009_West Brom_Sunderland,2008-2009,35,West Brom,Sunderland,H,3,24.0,9.0,1.0,0.0,1.0,"Disciplined, ChaosInducer",0
2008-2009_West Ham_Chelsea,2008-2009,35,West Ham,Chelsea,A,1,28.0,8.0,1.0,0.0,1.0,"Disciplined, Opportunistic",0
2008-2009_Arsenal_Middlesbrough,2008-2009,35,Arsenal,Middlesbrough,H,2,20.0,9.0,0.0,0.0,0.0,"Disciplined, DirectPlay",0
2008-2009_Blackburn_Wigan,2008-2009,35,Blackburn,Wigan,H,2,31.0,12.0,0.0,0.0,0.0,"HighPressure, Disciplined, Opportunistic",0
2008-2009_Newcastle_Portsmouth,2008-2009,35,Newcastle,Portsmouth,D,0,28.0,17.0,4.0,0.0,4.0,"HighPressure, LowTempoController, Opportunistic",0
2008-2009_Chelsea_Fulham,2008-2009,36,Chelsea,Fulham,H,4,21.0,9.0,1.0,0.0,1.0,"Disciplined, Opportunistic",0
2008-2009_Man City_Blackburn,2008-2009,36,Man City,Blackburn,H,4,25.0,13.0,5.0,0.0,5.0,"RiskTaker, HighPressure, ChaosInducer",1
2008-2009_Middlesbrough_Man United,2008-2009,36,Middlesbrough,Man United,A,2,24.0,6.0,2.0,0.0,2.0,"Disciplined, RiskTaker",0
2008-2009_Portsmouth_Arsenal,2008-2009,36,Portsmouth,Arsenal,A,3,27.0,16.0,4.0,1.0,6.0,"AggressiveTackler, RiskTaker, HighPressure, ChaosInducer, LowTempoController",1
2008-2009_Stoke_West Ham,2008-2009,36,Stoke,West Ham,A,1,20.0,7.0,5.0,0.0,5.0,"HighPressure, Opportunistic",0
2008-2009_Tottenham_West Brom,2008-2009,36,Tottenham,West Brom,H,1,26.0,16.0,2.0,0.0,2.0,"HighPressure, Disciplined, LowTempoController",0
2008-2009_Wigan_Bolton,2008-2009,36,Wigan,Bolton,D,0,26.0,15.0,5.0,0.0,5.0,"HighPressure, LowTempoController",0
2008-2009_Liverpool_Newcastle,2008-2009,36,Liverpool,Newcastle,H,3,28.0,8.0,2.0,1.0,4.0,"RiskTaker, Opportunistic",0
2008-2009_Sunderland_Everton,2008-2009,36,Sunderland,Everton,A,2,18.0,12.0,7.0,0.0,7.0,"AggressiveTackler, ChaosInducer, LowTempoController",0
2008-2009_Aston Villa_Hull,2008-2009,36,Aston Villa,Hull,H,1,21.0,20.0,2.0,0.0,2.0,"HighPressure, Disciplined, LowTempoController",0
2008-2009_Blackburn_Portsmouth,2008-2009,37,Blackburn,Portsmouth,H,2,15.0,7.0,3.0,0.0,3.0,"LowTempoController, Opportunistic",0
2008-2009_Bolton_Sunderland,2008-2009,37,Bolton,Sunderland,D,0,23.0,13.0,2.0,0.0,2.0,"Disciplined, LowTempoController",0
2008-2009_Everton_Tottenham,2008-2009,37,Everton,Tottenham,D,0,17.0,9.0,5.0,0.0,5.0,"LowTempoController, Opportunistic",0
2008-2009_Fulham_Aston Villa,2008-2009,37,Fulham,Aston Villa,H,4,22.0,12.0,1.0,0.0,1.0,"Disciplined, LowTempoController",0
2008-2009_Hull_Stoke,2008-2009,37,Hull,Stoke,A,3,24.0,8.0,1.0,0.0,1.0,"Disciplined, LowTempoController",0
2008-2009_West Brom_Wigan,2008-2009,37,West Brom,Wigan,H,4,23.0,8.0,2.0,0.0,2.0,"Disciplined, HighPressure",0
2008-2009_West Ham_Liverpool,2008-2009,37,West Ham,Liverpool,A,3,24.0,6.0,5.0,0.0,5.0,"ChaosInducer, Opportunistic",0
2008-2009_Arsenal_Chelsea,2008-2009,37,Arsenal,Chelsea,A,5,31.0,8.0,1.0,0.0,1.0,"RiskTaker, Disciplined",0
2008-2009_Man United_Man City,2008-2009,37,Man United,Man City,H,2,26.0,15.0,2.0,0.0,2.0,"HighPressure, Disciplined, LowTempoController",0
2008-2009_Newcastle_Middlesbrough,2008-2009,37,Newcastle,Middlesbrough,H,4,30.0,12.0,4.0,0.0,4.0,"RiskTaker, HighPressure, ChaosInducer",1
2008-2009_Wigan_Man United,2008-2009,37,Wigan,Man United,A,3,31.0,9.0,0.0,0.0,0.0,"RiskTaker, HighPressure, Disciplined",0
2008-2009_Bolton_Hull,2008-2009,38,Bolton,Hull,D,2,36.0,12.0,3.0,0.0,3.0,"HighPressure, Opportunistic",0
2008-2009_Everton_West Ham,2008-2009,38,Everton,West Ham,H,4,26.0,9.0,3.0,1.0,5.0,"RiskTaker, ChaosInducer",1
2008-2009_Man United_Arsenal,2008-2009,38,Man United,Arsenal,D,0,25.0,8.0,5.0,0.0,5.0,"ChaosInducer, ChaosInducer",1
2008-2009_Middlesbrough_Aston Villa,2008-2009,38,Middlesbrough,Aston Villa,D,2,18.0,14.0,2.0,0.0,2.0,"Disciplined, LowTempoController",0
2008-2009_Newcastle_Fulham,2008-2009,38,Newcastle,Fulham,A,1,24.0,8.0,3.0,1.0,5.0,"Disciplined, LowTempoController",0
2008-2009_Stoke_Wigan,2008-2009,38,Stoke,Wigan,H,2,21.0,9.0,0.0,0.0,0.0,"Disciplined, Disciplined",0
2008-2009_Tottenham_Man City,2008-2009,38,Tottenham,Man City,H,3,20.0,11.0,1.0,0.0,1.0,"Disciplined, LowTempoController",0
2008-2009_Chelsea_Blackburn,2008-2009,38,Chelsea,Blackburn,H,2,29.0,5.0,3.0,0.0,3.0,"Opportunistic, LowTempoController",0
2008-2009_West Brom_Liverpool,2008-2009,38,West Brom,Liverpool,A,2,28.0,16.0,2.0,0.0,2.0,"HighPressure, Disciplined, LowTempoController, Opportunistic",0
2008-2009_Portsmouth_Sunderland,2008-2009,38,Portsmouth,Sunderland,H,4,29.0,11.0,1.0,0.0,1.0,"RiskTaker, HighPressure, Disciplined",0
2008-2009_Arsenal_Stoke,2008-2009,39,Arsenal,Stoke,H,5,27.0,6.0,1.0,0.0,1.0,"RiskTaker, Disciplined",0
2008-2009_Aston Villa_Newcastle,2008-2009,39,Aston Villa,Newcastle,H,1,23.0,8.0,2.0,1.0,4.0,"DirectPlay, DirectPlay",0
2008-2009_Blackburn_West Brom,2008-2009,39,Blackburn,West Brom,D,0,23.0,13.0,1.0,1.0,3.0,"LowTempoController, Opportunistic",0
2008-2009_Fulham_Everton,2008-2009,39,Fulham,Everton,A,2,23.0,4.0,0.0,0.0,0.0,"Disciplined, RiskTaker",0
2008-2009_Hull_Man United,2008-2009,39,Hull,Man United,A,1,24.0,11.0,3.0,0.0,3.0,"DirectPlay, RiskTaker",0
2008-2009_Liverpool_Tottenham,2008-2009,39,Liverpool,Tottenham,H,4,28.0,11.0,1.0,0.0,1.0,"RiskTaker, HighPressure, Disciplined",0
2008-2009_Man City_Bolton,2008-2009,39,Man City,Bolton,H,1,28.0,24.0,0.0,0.0,0.0,"HighPressure, Disciplined, LowTempoController, Opportunistic",0
2008-2009_Sunderland_Chelsea,2008-2009,39,Sunderland,Chelsea,A,5,22.0,13.0,2.0,0.0,2.0,"RiskTaker, Disciplined, LowTempoController",0
2008-2009_West Ham_Middlesbrough,2008-2009,39,West Ham,Middlesbrough,H,3,31.0,9.0,1.0,0.0,1.0,"RiskTaker, HighPressure, Disciplined",0
2008-2009_Wigan_Portsmouth,2008-2009,39,Wigan,Portsmouth,H,1,28.0,10.0,4.0,0.0,4.0,"Opportunistic, DirectPlay",0
2009-2010_Aston Villa_Wigan,2009-2010,1,Aston Villa,Wigan,A,2,25.0,10.0,4.0,0.0,4.0,"AggressiveTackler, DirectPlay",0
2009-2010_Blackburn_Man City,2009-2010,1,Blackburn,Man City,A,2,25.0,9.0,3.0,0.0,3.0,"Disciplined, HighPressure",0
2009-2010_Bolton_Sunderland,2009-2010,1,Bolton,Sunderland,A,1,31.0,11.0,3.0,0.0,3.0,"HighPressure, Opportunistic",0
2009-2010_Chelsea_Hull,2009-2010,1,Chelsea,Hull,H,3,33.0,16.0,3.0,0.0,3.0,"RiskTaker, HighPressure",0
2009-2010_Everton_Arsenal,2009-2010,1,Everton,Arsenal,A,7,23.0,13.0,0.0,0.0,0.0,"RiskTaker, ChaosInducer, Disciplined, LowTempoController",0
2009-2010_Portsmouth_Fulham,2009-2010,1,Portsmouth,Fulham,A,1,25.0,10.0,5.0,0.0,5.0,"Opportunistic, Disciplined",0
2009-2010_Stoke_Burnley,2009-2010,1,Stoke,Burnley,H,2,21.0,9.0,4.0,0.0,4.0,"HighPressure, ChaosInducer",0
2009-2010_Wolves_West Ham,2009-2010,1,Wolves,West Ham,A,2,35.0,14.0,0.0,0.0,0.0,"HighPressure, Disciplined, Opportunistic",0
2009-2010_Man United_Birmingham,2009-2010,1,Man United,Birmingham,H,1,32.0,15.0,2.0,0.0,2.0,"HighPressure, Disciplined, Opportunistic",0
2009-2010_Tottenham_Liverpool,2009-2010,1,Tottenham,Liverpool,H,3,23.0,11.0,6.0,0.0,6.0,"AggressiveTackler, ChaosInducer",1
2009-2010_Sunderland_Chelsea,2009-2010,2,Sunderland,Chelsea,A,4,24.0,15.0,4.0,0.0,4.0,"RiskTaker, HighPressure, ChaosInducer, LowTempoController",1
2009-2010_Wigan_Wolves,2009-2010,2,Wigan,Wolves,A,1,27.0,8.0,3.0,0.0,3.0,"Opportunistic, Disciplined",0
2009-2010_Birmingham_Portsmouth,2009-2010,2,Birmingham,Portsmouth,H,1,18.0,9.0,5.0,0.0,5.0,"ChaosInducer, RiskTaker",1
2009-2010_Burnley_Man United,2009-2010,2,Burnley,Man United,H,1,26.0,13.0,3.0,0.0,3.0,"HighPressure, RiskTaker",1
2009-2010_Hull_Tottenham,2009-2010,2,Hull,Tottenham,A,6,27.0,11.0,5.0,0.0,5.0,"RiskTaker, ChaosInducer",1
2009-2010_Liverpool_Stoke,2009-2010,2,Liverpool,Stoke,H,4,24.0,16.0,1.0,0.0,1.0,"RiskTaker, HighPressure, Disciplined, LowTempoController",0
2009-2010_Arsenal_Portsmouth,2009-2010,3,Arsenal,Portsmouth,H,5,28.0,12.0,1.0,0.0,1.0,"RiskTaker, HighPressure, Disciplined",0
2009-2010_Birmingham_Stoke,2009-2010,3,Birmingham,Stoke,D,0,21.0,6.0,3.0,0.0,3.0,"AggressiveTackler, DirectPlay",0
2009-2010_Hull_Bolton,2009-2010,3,Hull,Bolton,H,1,32.0,16.0,5.0,0.0,5.0,"HighPressure, Opportunistic",0
2009-2010_Man City_Wolves,2009-2010,3,Man City,Wolves,H,1,26.0,11.0,1.0,0.0,1.0,"Disciplined, Disciplined",0
2009-2010_Sunderland_Blackburn,2009-2010,3,Sunderland,Blackburn,H,3,26.0,10.0,3.0,0.0,3.0,"ChaosInducer, HighPressure",0
2009-2010_Wigan_Man United,2009-2010,3,Wigan,Man United,A,5,32.0,8.0,4.0,0.0,4.0,"RiskTaker, HighPressure, ChaosInducer",1
2009-2010_Burnley_Everton,2009-2010,3,Burnley,Everton,H,1,25.0,10.0,1.0,0.0,1.0,"Disciplined, RiskTaker",0
2009-2010_Fulham_Chelsea,2009-2010,3,Fulham,Chelsea,A,2,16.0,11.0,0.0,0.0,0.0,"Disciplined, LowTempoController",0
2009-2010_West Ham_Tottenham,2009-2010,3,West Ham,Tottenham,A,3,34.0,12.0,3.0,0.0,3.0,"RiskTaker, HighPressure",1
2009-2010_Liverpool_Aston Villa,2009-2010,3,Liverpool,Aston Villa,A,4,28.0,14.0,5.0,0.0,5.0,"RiskTaker, HighPressure, ChaosInducer",1
2009-2010_Blackburn_West Ham,2009-2010,4,Blackburn,West Ham,D,0,30.0,7.0,4.0,0.0,4.0,"Opportunistic, DirectPlay",0
2009-2010_Bolton_Liverpool,2009-2010,4,Bolton,Liverpool,A,5,34.0,16.0,4.0,1.0,6.0,"AggressiveTackler, RiskTaker, HighPressure, ChaosInducer",1
2009-2010_Chelsea_Burnley,2009-2010,4,Chelsea,Burnley,H,3,30.0,11.0,1.0,0.0,1.0,"RiskTaker, HighPressure, Disciplined",0
2009-2010_Man United_Arsenal,2009-2010,4,Man United,Arsenal,H,3,19.0,11.0,9.0,0.0,9.0,"AggressiveTackler, ChaosInducer, LowTempoController",0
2009-2010_Stoke_Sunderland,2009-2010,4,Stoke,Sunderland,H,1,22.0,20.0,2.0,0.0,2.0,"HighPressure, Disciplined, LowTempoController",0
2009-2010_Tottenham_Birmingham,2009-2010,4,Tottenham,Birmingham,H,3,31.0,10.0,4.0,0.0,4.0,"RiskTaker, HighPressure",0
2009-2010_Wolves_Hull,2009-2010,4,Wolves,Hull,D,2,29.0,10.0,2.0,0.0,2.0,"HighPressure, Disciplined, Opportunistic",0
2009-2010_Aston Villa_Fulham,2009-2010,4,Aston Villa,Fulham,H,2,15.0,13.0,3.0,0.0,3.0,"LowTempoController, RiskTaker",0
2009-2010_Everton_Wigan,2009-2010,4,Everton,Wigan,H,3,38.0,17.0,6.0,0.0,6.0,"AggressiveTackler, RiskTaker, HighPressure, ChaosInducer",1
2009-2010_Portsmouth_Man City,2009-2010,4,Portsmouth,Man City,A,1,23.0,14.0,3.0,0.0,3.0,"HighPressure, LowTempoController",0
2009-2010_Blackburn_Wolves,2009-2010,5,Blackburn,Wolves,H,4,22.0,16.0,3.0,0.0,3.0,"HighPressure, LowTempoController",0
2009-2010_Liverpool_Burnley,2009-2010,5,Liverpool,Burnley,H,4,33.0,12.0,2.0,0.0,2.0,"RiskTaker, HighPressure, Disciplined",0
2009-2010_Man City_Arsenal,2009-2010,5,Man City,Arsenal,H,6,29.0,15.0,5.0,0.0,5.0,"RiskTaker, HighPressure, ChaosInducer",1
2009-2010_Portsmouth_Bolton,2009-2010,5,Portsmouth,Bolton,A,5,35.0,12.0,2.0,0.0,2.0,"RiskTaker, HighPressure, Disciplined",0
2009-2010_Stoke_Chelsea,2009-2010,5,Stoke,Chelsea,A,3,22.0,18.0,6.0,0.0,6.0,"AggressiveTackler, HighPressure, ChaosInducer, LowTempoController",1
2009-2010_Sunderland_Hull,2009-2010,5,Sunderland,Hull,H,5,13.0,15.0,4.0,0.0,4.0,"ChaosInducer, LowTempoController",0
2009-2010_Tottenham_Man United,2009-2010,5,Tottenham,Man United,A,4,28.0,12.0,5.0,1.0,7.0,"AggressiveTackler, RiskTaker, HighPressure, ChaosInducer",1
2009-2010_Wigan_West Ham,2009-2010,5,Wigan,West Ham,H,1,24.0,13.0,3.0,0.0,3.0,"HighPressure, LowTempoController",0
2009-2010_Birmingham_Aston Villa,2009-2010,5,Birmingham,Aston Villa,A,1,23.0,8.0,3.0,0.0,3.0,"HighPressure, DirectPlay",0
2009-2010_Fulham_Everton,2009-2010,5,Fulham,Everton,H,3,20.0,8.0,1.0,0.0,1.0,"Disciplined, DirectPlay",0
2009-2010_Arsenal_Wigan,2009-2010,6,Arsenal,Wigan,H,4,31.0,10.0,4.0,0.0,4.0,"RiskTaker, HighPressure, ChaosInducer",1
2009-2010_Aston Villa_Portsmouth,2009-2010,6,Aston Villa,Portsmouth,H,2,24.0,12.0,2.0,0.0,2.0,"Disciplined, ChaosInducer",0
2009-2010_Bolton_Stoke,2009-2010,6,Bolton,Stoke,D,2,21.0,10.0,4.0,0.0,4.0,"ChaosInducer, Disciplined",0
2009-2010_Burnley_Sunderland,2009-2010,6,Burnley,Sunderland,H,4,18.0,8.0,3.0,0.0,3.0,"Disciplined, LowTempoController",0
2009-2010_Hull_Birmingham,2009-2010,6,Hull,Birmingham,A,1,30.0,18.0,2.0,0.0,2.0,"HighPressure, Disciplined, LowTempoController, Opportunistic",0
2009-2010_West Ham_Liverpool,2009-2010,6,West Ham,Liverpool,A,5,27.0,8.0,6.0,0.0,6.0,"AggressiveTackler, RiskTaker, ChaosInducer",1
2009-2010_Chelsea_Tottenham,2009-2010,6,Chelsea,Tottenham,H,3,34.0,14.0,2.0,0.0,2.0,"RiskTaker, HighPressure, Disciplined",0
2009-2010_Everton_Blackburn,2009-2010,6,Everton,Blackburn,H,3,25.0,8.0,3.0,0.0,3.0,"Opportunistic, LowTempoController",0
2009-2010_Man United_Man City,2009-2010,6,Man United,Man City,H,7,31.0,12.0,4.0,0.0,4.0,"RiskTaker, HighPressure, ChaosInducer",1
2009-2010_Wolves_Fulham,2009-2010,6,Wolves,Fulham,H,3,15.0,6.0,2.0,0.0,2.0,"Disciplined, AggressiveTackler",0
2009-2010_Birmingham_Bolton,2009-2010,7,Birmingham,Bolton,A,3,22.0,12.0,3.0,0.0,3.0,"LowTempoController, RiskTaker",0
2009-2010_Blackburn_Aston Villa,2009-2010,7,Blackburn,Aston Villa,H,3,25.0,11.0,5.0,1.0,7.0,"AggressiveTackler, ChaosInducer",1
2009-2010_Fulham_Arsenal,2009-2010,7,Fulham,Arsenal,A,1,32.0,10.0,4.0,0.0,4.0,"HighPressure, Opportunistic",0
2009-2010_Liverpool_Hull,2009-2010,7,Liverpool,Hull,H,7,29.0,15.0,5.0,0.0,5.0,"RiskTaker, HighPressure, ChaosInducer",1
2009-2010_Portsmouth_Everton,2009-2010,7,Portsmouth,Everton,A,1,28.0,11.0,3.0,0.0,3.0,"HighPressure, Opportunistic",0
2009-2010_Stoke_Man United,2009-2010,7,Stoke,Man United,A,2,15.0,9.0,2.0,0.0,2.0,"Disciplined, LowTempoController",0
2009-2010_Tottenham_Burnley,2009-2010,7,Tottenham,Burnley,H,5,28.0,9.0,2.0,0.0,2.0,"RiskTaker, Disciplined",0
2009-2010_Wigan_Chelsea,2009-2010,7,Wigan,Chelsea,H,4,29.0,11.0,3.0,1.0,5.0,"RiskTaker, HighPressure, ChaosInducer",1
2009-2010_Sunderland_Wolves,2009-2010,7,Sunderland,Wolves,H,7,25.0,15.0,4.0,0.0,4.0,"RiskTaker, HighPressure, ChaosInducer, LowTempoController",1
2009-2010_Man City_West Ham,2009-2010,7,Man City,West Ham,H,4,32.0,16.0,2.0,0.0,2.0,"RiskTaker, HighPressure, Disciplined",0
2009-2010_Bolton_Tottenham,2009-2010,8,Bolton,Tottenham,D,4,29.0,11.0,3.0,0.0,3.0,"RiskTaker, HighPressure",0
2009-2010_Burnley_Birmingham,2009-2010,8,Burnley,Birmingham,H,3,25.0,12.0,3.0,0.0,3.0,"Disciplined, ChaosInducer",0
2009-2010_Hull_Wigan,2009-2010,8,Hull,Wigan,H,3,24.0,6.0,2.0,0.0,2.0,"Disciplined, HighPressure",0
2009-2010_Man United_Sunderland,2009-2010,8,Man United,Sunderland,D,4,21.0,15.0,5.0,1.0,7.0,"AggressiveTackler, HighPressure, ChaosInducer, LowTempoController",1
2009-2010_Wolves_Portsmouth,2009-2010,8,Wolves,Portsmouth,A,1,23.0,14.0,3.0,0.0,3.0,"HighPressure, LowTempoController",0
2009-2010_Arsenal_Blackburn,2009-2010,8,Arsenal,Blackburn,H,8,31.0,9.0,2.0,0.0,2.0,"RiskTaker, HighPressure, ChaosInducer, Disciplined",1
2009-2010_Chelsea_Liverpool,2009-2010,8,Chelsea,Liverpool,H,2,24.0,13.0,2.0,0.0,2.0,"HighPressure, Disciplined, LowTempoController",0
2009-2010_Everton_Stoke,2009-2010,8,Everton,Stoke,D,2,32.0,15.0,4.0,0.0,4.0,"HighPressure, Opportunistic",0
2009-2010_West Ham_Fulham,2009-2010,8,West Ham,Fulham,D,4,30.0,12.0,5.0,1.0,7.0,"AggressiveTackler, RiskTaker, HighPressure, ChaosInducer",1
2009-2010_Aston Villa_Man City,2009-2010,8,Aston Villa,Man City,D,2,21.0,12.0,3.0,0.0,3.0,"LowTempoController, ChaosInducer",0
2009-2010_Arsenal_Birmingham,2009-2010,9,Arsenal,Birmingham,H,4,23.0,10.0,3.0,0.0,3.0,"RiskTaker, LowTempoController",0
2009-2010_Aston Villa_Chelsea,2009-2010,9,Aston Villa,Chelsea,H,3,28.0,15.0,3.0,0.0,3.0,"RiskTaker, HighPressure",1
2009-2010_Everton_Wolves,2009-2010,9,Everton,Wolves,D,2,25.0,11.0,4.0,1.0,6.0,"AggressiveTackler, ChaosInducer",1
2009-2010_Man United_Bolton,2009-2010,9,Man United,Bolton,H,3,28.0,14.0,1.0,0.0,1.0,"RiskTaker, HighPressure, Disciplined",0
2009-2010_Portsmouth_Tottenham,2009-2010,9,Portsmouth,Tottenham,A,3,32.0,19.0,6.0,2.0,10.0,"AggressiveTackler, RiskTaker, HighPressure, ChaosInducer, LowTempoController",1
2009-2010_Stoke_West Ham,2009-2010,9,Stoke,West Ham,H,3,23.0,11.0,6.0,0.0,6.0,"AggressiveTackler, ChaosInducer",1
2009-2010_Sunderland_Liverpool,2009-2010,9,Sunderland,Liverpool,H,1,28.0,8.0,3.0,0.0,3.0,"Opportunistic, Opportunistic",0
2009-2010_Blackburn_Burnley,2009-2010,9,Blackburn,Burnley,H,5,21.0,5.0,6.0,0.0,6.0,"AggressiveTackler, RiskTaker, ChaosInducer",1
2009-2010_Wigan_Man City,2009-2010,9,Wigan,Man City,D,2,18.0,12.0,3.0,1.0,5.0,"LowTempoController, AggressiveTackler",0
2009-2010_Fulham_Hull,2009-2010,9,Fulham,Hull,H,2,22.0,11.0,2.0,0.0,2.0,"Disciplined, RiskTaker",0
2009-2010_Birmingham_Sunderland,2009-2010,10,Birmingham,Sunderland,H,3,33.0,14.0,4.0,0.0,4.0,"RiskTaker, HighPressure",1
2009-2010_Burnley_Wigan,2009-2010,10,Burnley,Wigan,A,4,25.0,11.0,2.0,0.0,2.0,"RiskTaker, Disciplined",0
2009-2010_Chelsea_Blackburn,2009-2010,10,Chelsea,Blackburn,H,5,31.0,8.0,1.0,0.0,1.0,"RiskTaker, Disciplined",0
2009-2010_Hull_Portsmouth,2009-2010,10,Hull,Portsmouth,D,0,15.0,12.0,3.0,0.0,3.0,"LowTempoController, LowTempoController",0
2009-2010_Tottenham_Stoke,2009-2010,10,Tottenham,Stoke,A,1,30.0,8.0,3.0,0.0,3.0,"Opportunistic, Opportunistic",0
2009-2010_Wolves_Aston Villa,2009-2010,10,Wolves,Aston Villa,D,2,20.0,11.0,3.0,0.0,3.0,"LowTempoController, HighPressure",0
2009-2010_Bolton_Everton,2009-2010,10,Bolton,Everton,H,5,29.0,8.0,4.0,0.0,4.0,"RiskTaker, ChaosInducer",1
2009-2010_Liverpool_Man United,2009-2010,10,Liverpool,Man United,H,2,18.0,6.0,5.0,2.0,9.0,"AggressiveTackler, ChaosInducer",1
2009-2010_Man City_Fulham,2009-2010,10,Man City,Fulham,D,4,31.0,16.0,2.0,0.0,2.0,"RiskTaker, HighPressure, Disciplined",0
2009-2010_West Ham_Arsenal,2009-2010,10,West Ham,Arsenal,D,4,30.0,14.0,5.0,1.0,7.0,"AggressiveTackler, RiskTaker, HighPressure, ChaosInducer",1
2009-2010_Arsenal_Tottenham,2009-2010,11,Arsenal,Tottenham,H,3,25.0,8.0,2.0,0.0,2.0,"Disciplined, LowTempoController",0
2009-2010_Bolton_Chelsea,2009-2010,11,Bolton,Chelsea,A,4,42.0,18.0,2.0,1.0,4.0,"RiskTaker, HighPressure, ChaosInducer",1
2009-2010_Burnley_Hull,2009-2010,11,Burnley,Hull,H,2,19.0,9.0,5.0,1.0,7.0,"AggressiveTackler, ChaosInducer",1
2009-2010_Everton_Aston Villa,2009-2010,11,Everton,Aston Villa,D,2,22.0,7.0,4.0,2.0,8.0,"AggressiveTackler, ChaosInducer",1
2009-2010_Fulham_Liverpool,2009-2010,11,Fulham,Liverpool,H,4,16.0,4.0,1.0,2.0,5.0,"ChaosInducer, DirectPlay",0
2009-2010_Man United_Blackburn,2009-2010,11,Man United,Blackburn,H,2,22.0,9.0,2.0,0.0,2.0,"Disciplined, Opportunistic",0
2009-2010_Portsmouth_Wigan,2009-2010,11,Portsmouth,Wigan,H,4,29.0,11.0,1.0,0.0,1.0,"RiskTaker, HighPressure, Disciplined",0
2009-2010_Stoke_Wolves,2009-2010,11,Stoke,Wolves,D,4,21.0,7.0,3.0,0.0,3.0,"Opportunistic, AggressiveTackler",0
2009-2010_Sunderland_West Ham,2009-2010,11,Sunderland,West Ham,D,4,32.0,10.0,6.0,2.0,10.0,"AggressiveTackler, RiskTaker, HighPressure, ChaosInducer",1
2009-2010_Birmingham_Man City,2009-2010,11,Birmingham,Man City,D,0,21.0,12.0,4.0,1.0,6.0,"AggressiveTackler, LowTempoController",0
